student name,age,average mark
Barbara Harry,18,4.24
Rebecca Cully,18,4.83
Clifford Perkins,18,5.68
Beverly Hertzler,18,4.41
Delphine Yousef,18,8.84
Lisa Glover,18,7.62
Salvador Kinney,18,5.83
Jerome Harper,18,7.09
Marie Marn,18,4.53
James Doyle,18,5.98
Christopher Iniguez,18,7.78
Paul Miyoshi,18,5.05
Rebekah Leonardo,18,7.68
Sibyl Barthelemy,18,7.47
Kenneth Robles,18,9.21
Maureen Daugherty,18,9.49
Angelita Williamson,18,7.66
William Childs,18,9.05
Ardith Thomas,18,4.24
Johnnie Evans,18,8.86
Jean Carter,18,7.11
Richard Snider,18,9.99
Robert Maines,18,8.81
Rodolfo Maldonado,18,7.97
Amber Wallin,18,9.29
Logan Pruitt,18,7.63
Lindsey Cummings,18,6.88
Raymond Soileau,18,7.27
